id,english_text,human_bengali_reference,machine_bengali_output,bert_f1_score
575,Southern California Children's Hospital.,দক্ষিণ ক্যালিফোর্নিয়া শিশু হাসপাতাল,দক্ষিণ ক্যালিফোরнийা বালক হাসপাতাল,0.791368842124939
576,"Im a quirky, day dreaming, 20-something who believes in love, God, the power of words, having an open mind and that laughter is probably the best medicine.","আমি রহস্যময়ী, দিবাস্বপ্ন দেখা এক ২০ বছরে পা দেওয়া মানুষ, যে কিনা ভালোবাসা, ঈশ্বর, এবং শব্দের ক্ষমতায় বিশ্বাস করে।","আমি একজন কুর্কি সহ এবং দিনের ধারণার মানুষ, যিনি 20-এর দশকের, এবং স্বপ্নের সাথে যুক্ত, যিনি প্রেম, দেব, শব্দের শক্তি, খোলা মInd, এবং যে মনে করি যে হাস্য সম্ভবенно সবচেয়ে উপযোগী রেসিপি।",0.7253372669219971
577,"And follow that which is revealed to you , and be patient until Allah issues [ His ] judgement , and He is the best of judges .","আর তুমি চল সে অনুযায়ী যেমন নির ্ দেশ আসে তোমার প ্ রতি এবং সবর কর , যতক ্ ষণ না ফয়সালা করেন আল ্ লাহ । বস ্ তুতঃ তিনি হচ ্ ছেন সর ্ বোত ্ তম ফয়সালাকারী ।","আপনাকে সেই পথে অনুসরণ করতে বলা হয়েছে, এবং আপনাকে শান্তিবদ্ধ থাকতে বলা হয়েছে, যত্ত্বে আল্লাহর নির্ণয় আসে, এবং তিনি সুন্দর নির্ণয়কারী।",0.6309653520584106
578,He says you can’t separate Liberia’s economic problems from issues regarding sexual health.,"তিনি বলেন, লাইবেরিয়ার স্বাস্থ্যগত বিষয়কে, দেশের অর্থনৈতিক সমস্যার সাথে আলাদা করতে পারা যায় না।",তিনি বলে যে লিবেরিয়ার অর্থনৈতিক সমস্যাকে শেষ পর্যন্ত শেষ পর্যন্ত শেষ পর্যন্ত শেষ পর্যন্ত শেষ পর্যন্ত সেxুয়াল স্বাস্থ্যের সমস্যার থেকে বিচ্ছিন্ন করা যায় না।,0.7667561173439026
579,"I now know that all the blood I have shed, all the lives I have taken have led me to this moment.","এখন বুঝতে পারছি, যত রক্ত ঝরিয়েছি, যত জীবন নিয়েছি, সেগুলোই আমাকে এই পরিস্থিতিতে নিয়ে এসেছে।","আরোহণ করার এই স্থানে পৌঁছে দেন মনে করতে পারি যে, আমি এখন বুঝতে পারছি যে, আমি যে সব রক্ত ছাঁইয়েছি, আমি যে সব জীবন নেন্তু দিয়েছি, তা আমাকে এই স্থানে পৌঁছাতে এসেছিল।",0.7594217658042908
580,"Hey, Ed. How are you? How's your health?",শরীর কেমন?,"হে, এড। আপনি কেমন আছেন? আপনার স্বাস্থ্য কেমন আছে?",0.7558624148368835
581,"Some of them suggested , "" Let us kill Joseph or leave him somewhere far away from the presence of our father . Only then shall we receive equal treatment and thereafter can become righteous people "" .","''ইউসুফকে মেরে ফেল অথবা কোনো দেশে নির্বাসন দাও, তাহলে তোমাদের আব্বার মুখ তোমাদের দিকেই নিবিষ্ট হবে, এবং তার পরে তোমরা ভাল লোক হতে পারবে।’’","এক部门无法正确解析和翻译给定的句子。我将尝试直接翻译给定的英语句子到孟加拉语：

এক些人提议，“আমরা জোセফকে হত্যা করা যাক বা আমাদের পিতার দৃষ্টি থেকে কোনও দূরে ছেড়ে দিই। কেবল তাই আমরা সমান সরবরাহ পাব এবং তারপরে সত্যিদর্শ মানুষ হব মতো কথা বলল।""

请注意，这里的翻译尽量保持了原文的意思和结构，但由于原文中的某些表达方式可能不太自然，因此在实际使用中可能需要做一些调整。",0.6166005730628967
582,- In medical.,- চিকিৎসা রুমে.,- চিকিৎসার মধ্যে।,0.8492329716682434
583,Bring forth the plate for the blood oath!,তলোয়ার নিয়ে এসো জলদি.,ধাঁধাটি ফরাসি করে নিয়ে আসো!,0.6733589172363281
584,What is a good disease?,কোন রোগটা ভালো?,ভালো একটি বে病（此词在 Bengali 中无法直接对应，已用英文替代以保持原意）লা কি?,0.6216474771499634
585,"Once again I was taken to a laboratory for analysis of my blood, and this time the result came back in an envelope sealed with red wax.",আমার রক্ত পরীক্ষা করার জন্য একবার আমাকে এক ল্যাবরেটরিতে নিয়ে যাওয়া হয়েছিল। এই বার এই রক্ত পরীক্ষার ফলাফল এক মুখবন্ধ খামে লাল মোম দিয়ে আটকানো ছিল।,"আবার একবার মine রক্তের একটি পরীক্ষা করার জন্য একটি ল্যাবরেটোরিতে নিয়ে যাওয়া হয়, এবং এইবার ফলটি একটি চিহ্নিত লাল মাখনের বেনেলোটে ফিরে এসেছিল।",0.7711460590362549
586,"And draw in your hand to your side ; it will come out white without disease - another sign ,","তোমার হাত বগলে রাখ , তা বের হয়ে আসবে নির ্ মল উজ ্ জ ্ বল হয়ে অন ্ য এক নিদর ্ শন রূপে ; কোন দোষ ছাড়াই ।","এবং তвоর手（错误，应为：এবং তвоর手（错误，应为：আ твоrহাতটা পাশে যেন টেনে নে। এটা বের করে সুলে এবং বেদনা নেই - একটি অন্যান্য চিহ্ন,",0.594815731048584
587,"The doctor, can he control them?","ডাক্তারটা, কি তাদের কন্ট্রোল করতে পারবে?","ঔষধীকারী, তিনি তাদেরকে নিয়ন্ত্রণ করতে পারেন?",0.7537006735801697
588,"Then be patient for the decision of your Lord , [ O Muhammad ] , and be not like the companion of the fish when he called out while he was distressed .","আপনি আপনার পালনকর ্ তার আদেশের অপেক ্ ষায় সবর করুন এবং মাছওয়ালা ইউনুসের মত হবেন না , যখন সে দুঃখাকুল মনে প ্ রার ্ থনা করেছিল ।","তাহলে আপনার প্রভুর নির্ণয় পাটিতে পারেন, [ঈমানদিয়] এবং তার মত নিশাচর � seeduর ক্ষতিগ্রস্ত হয়ে আহবান করলেও পাটিত থাকেন।",0.6987232565879822
589,"Misha of the Doctor blog criticized the International Criminal Tribunal for the former Yugoslavia (ICTY), but wrote that even though he didn't believe in its justice, he loved Serbia more than Radovan Karadzic:","ডক্টর ব্লগের মিশা ভূতপুর্ব যুগোস্লাভিয়ার জন্যে আন্তর্জাতিক ক্রিমিনাল ট্রাইবুনাল (আইসিটিওয়াই) কে তিরষ্কার করেছেন, কিন্তু লিখেছেন যে যদিও তিনি এই বিচারে বিশ্বাস করেন না, তিনি সার্বিয়া রাদোভান কারাজিকের থেকে বেশি ভালোবাসতেন:","ডাটা ব্লগের মিশা প্রাইডিয়ার অগ্রগত যুগল অন্তর্জালীকরণ কর্তৃপক্তির (ICTY) কাজটি কритিকализ্য করে, কিন্তু তিনি বিশ্বাস করতেন না যে তা সправедлив ছিল, তবে তিনি রেডোভান কারাডজিকের থানায় সর্বোচ্চ ভালবাসা প্রদর্শন করতেন, সার্বিয়ার থানায় বিশেষ ভালবাসা প্রদর্শন কর",0.7258625030517578
590,Roger. Bringing medical to your location.,"রজার, আপনার ওখানে মেডিক্যাল পাঠানো হচ্ছে ।",রোগার। তোমার স্থানে চিকিৎসালাভ সরবরাহ করছি।,0.7075901627540588
591,Here's a list of details about this rare blood group:,এই বিরল রক্তের গ্রুপ সম্পর্কে বিস্তারিত একটি তালিকা এখানে রয়েছেঃ,এই স্ব希罕见的血型的一些细节如下:,0.6979368329048157
592,His blood is your blood.,তার রক্তই তোমার শরীরে প্রবাহিত,পাখির রক্ত তার রক্ত।,0.7125359773635864
593,China's top Internet entrepreneur Ma Yun has warned that no amount of money can protect the rich from China's cancer-causing pollution.,"তিনি হুঁশিয়ারি করে দিয়ে বলেছেন, যত টাকা খরচ করা হোক না কেন, দূষণজনিত কারণে ক্যান্সারের আক্রান্ত হওয়া থেকে চীনের মানুষদের কেউ রক্ষা করতে পারবে না।",চৈনিয়ার শৈল্পিক ইন্টারনেট প্রতিষ্ঠাতা মা যুন একটি উদযাপন করেছে যে কোন পরিমাণের ধন চৈনিয়ার রক্তকারক বিকৃতির থেকে ধনীদের সাহায্য করতে পারে না।,0.6936891078948975
594,"The other lost a hand and a leg, and he perished later in the hospital.","দ্বিতীয় দফা বোমা বর্ষণে হোয়াইট হেলমেটের একজন সদস্য সাথে সাথে নিহত হয়, অন্যজন তার একটি হাত ও পা হারা, পরে সে হাসপাতালে মৃত্যু বরণ করে।","অন্য একটি মানুষ একটি হাত এবং একটি পা হারাল, এবং সে পозже হাসপাতালে মারা যায়।",0.7739264965057373
595,"دون تميز على أساس دين أو لون أو جنس أو جهة وفي إطار سلمي و ما دامت لا تدعو للكراهية والعنف والإقتتال و تحترم مبادئ الحرية و المساواة. - The right for a good life, property, justice, defense, open data and information, equality in jobs opportunities, health care and education.","সুন্দর জীবন, সম্পত্তি, ন্যায়বিচার, প্রতিরক্ষা, উন্মুক্ত ডাটা এবং তথ্য প্রবাহ, চাকুরীর নিয়োগে প্রাপ্তিতে সমান সুযোগ, স্বাস্থ্য সেবা এবং শিক্ষায় সবার অধিকার থাকা।","ধর্ষণ, রং বা জنس অনুযায়ী অন্যান্য বিশেষজ্ঞতায় অন্যান্য বিশেষজ্ঞতায় অন্যান্য বিশেষজ্ঞতায় অন্যান্য বিশেষজ্ঞতায় অন্যান্য বিশেষজ্ঞতায় অন্যান্য বিশেষজ্ঞতায় অন্যান্য বিশেষজ্ঞতায় অন্যান্য বিশেষজ্ঞতায় অন্যান্য বিশেষজ্ঞতায় অন্যান্য বিশেষজ্ঞতায",0.5964088439941406
596,"Despite recognition of gender based violence as a public health issue and a human rights concern by international organizations, the low priority given in international development agendas continues to be alarmingly low.","আন্তর্জাতিক এক সংগঠন নারীর প্রতি সহিংসতাকে গণস্বাস্থ্য এবং মানবাধিকার রক্ষার বিষয় হিসেবে চিহ্নিত করা সত্ত্বেও,আন্তর্জাতিক উন্নয়ন কর্মসূচিতে এই বিষয়ের প্রতি অনেক কম গুরুত্ব প্রদান করা হচ্ছে, আর বিষয়টি ক্রমশ উদ্বেগজনক ভাবে কমে আসছে","ঔষধ সমস্যার মধ্যে গender ভিত্তিতে বিপ্লব এবং মানব অধিকারের সমস্যার স্বাস্থ্য সমস্যার ও মানবানুষ্ঠানের অন্তর্গত স্বীকৃতি থাকলেও, অ্যার্থনিশনাল ডেভেloপমেন্ট অ্যাগেন্ডায় দেওয়া খুব কম প্রায়োগিক প্রাইオリティの割り当てが国際開発アジェンダで非常に低いまま持续存在，尽管国际组织已经承认基于性别的暴力是一个公共卫生问题和人权问题。",0.6815950870513916
597,"As of now, there's a two-year waiting list for this surgery.",এখন পর্যন্ত এই অস্ত্রপাচারের জন্য দুই বছরের অপেক্ষমান তালিকা আছে।,এখনো এই চিকিৎসার জন্য দুই বছরের দাঁত-খাত রেকর্ড রয়েছে।,0.8193761706352234
598,Below is a village. There are good people and I hate blood.,"এখানে থেকে দূরে এক গ্রাম আছে, তারা স্যাংভিনকে ঘৃণা করে.",নিচে একটি গ্রাম আছে। সেখানে ভালো মানুষ আছে এবং আমি রক্ত নенয়ন করি।,0.7584481239318848
599,"""While the harassment and ill-treatment of Baha'is continued uninterrupted during this period, they have been taken to new levels of intensity in recent years as certain elements that have historically been bent on the destruction of the Baha'i community have assumed growing influence in the affairs of the country,"" says the Baha'i International Community in the communication.","""বর্তমানে ইরানের বাহাইদের উপর হয়রানি এবং বাজে ব্যবহার আগের মতোই ধারবাহিকভাবে চলছে। সাম্প্রতিক বছরগুলোতে এই অত্যাচার এক নতুন মাত্রায় নিয়ে যাওয়া হয়। এই দেশটি ঐতিহাসিকভাবে বাহাইদের উপর চাপ প্রয়োগ অব্যাহত রেখেছে,"" চিঠিতে এই কথাগুলো উল্লেখ করে বাহাই সম্প্রদায়।","""এই অवधির মধ্যে বেহাইদের বিরুদ্ধে আহমার্সিতি ও অন্যায় করণ অব্যবসন্ত রাখে রইল, কিন্তু সর্বশেষ কয়েক বছরে এই অবস্থান নতুন মাত্রায় বढ়ে গেছ, যেখানে কোনো কিছু উপায়ে দেশের ব্যবস্থায় বেশি প্রভাব ফেলার ইচ্ছাশীল ইতিহাসের কিছু উপায় বেশি প্রভাব ল",0.6954283118247986
600,"Then he was a clot of blood , so He created ( him ) then made ( him ) perfect .","তারপর সে হলো একটি রক ্ তপিন ্ ড , তারপর তিনি আকৃতি দান করলেন ও পূর ্ ণাঙ ্ গ করলেন ।","তারপর তিনি একটি রক্তের খণ্ড ছিলেন, তাই তিনি (তাকে) তৈরি করলেন এবং তারপর তাকে পুরানো করলেন।",0.7579293847084045
601,♪ And Allah has increased their disease,"♪ আর আল্লাহ্‌ তাদের রোগকে আরো বৃদ্ধি করিয়া দেন,",♪ আল্লাহর কারণে তাদের বেঁচে থাকার দুsh্যমন বেড়ে গেলো,0.7333248257637024
602,Lenchita was recently diagnosed with colon cancer.,সম্প্রতি তার কোলন (মলদ্বারের) ক্যান্সার ধরা পড়েছে।,লেন্চিতা নyl সর্বশেষে কলন ক্যানcern দiagnose করা হয়েছে।,0.7167650461196899
603,"In the video, Dennis Kibira, the medicines advisor at HEPS Uganda, a health consumer organization that helps increase access to essential medicine in Uganda says:",ভিডিওটিতে উগান্ডাতে অত্যাবশ্যকীয় ওষুধ ব্যবহারের সুযোগ বৃদ্ধিতে সহায়তাকারী স্বাস্থ্য ভোক্তা সংগঠন হেপস উগাণ্ডার ওষুধপত্র উপদেষ্টা ডেনিস কিবরিয়া বলেছেন:,"ভিডিওতে হেপস ওয়ান্গাগুল্লার থিউপিয়ার অ্যাডভাইসার ডেনিস কিবিরা বলেন যে:
[Note: Dennis Kibira's name is kept in Latin script as it is a name and typically names are not translated.]",0.6562063097953796
604,Why do “messages” have to be sealed with blood like this?,কেন “বার্তাগুলোকে” এভাবে রক্তে রঞ্জিত করা হয়?,"এমন রকম রক্তের দ্বারা ""প্রেরণাগুলো""কে বন্দোবস্ত করতে হলো কেন?",0.7501858472824097
605,I'm aiming to become a doctor of medicine,আমি চেষ্টা করছি... ...ঔষধের বৈদ্য হতে,আমি পাস্ত্রিক বিজ্ঞানের ডক্টর হতে চাই,0.6780180931091309
606,"Now all we have left is hope, as in hope we don't end up in a public hospital needing treatment or God forbid hope we don't end up the victim of a crime.",আর এখন আমাদের কাছে শুধু থেকে গেছে এইটুকু আশা যেন আমাদের চিকিৎসার জন্য কোন সরকারী হাসপাতালে ভর্তি না হতে হয় বা ভগবান করুন আমরা যেন কোন অপরাধমূলক কাজের শিকার না হই।,"এখন আমাদের শেষ আশা থাকলে, যেন আমরা কোন জনগণনীয় হাসপাতালে চিকিৎসার প্রয়োজনে পৌঁছে না, এবং যেন আমরা কোন ঘটনার মানুষ না হয়।",0.7978991866111755
607,Asked him to see a doctor so many times.,একজন ডাক্তার অনেক বার দেখতে ডেকে জিজ্ঞেস করলেন.,আমি কতক্ষণ তাকে একজন বিপণকে দেখতে বলেছি।,0.7239035367965698
608,For the whole family this becomes a moment of pride when they sacrifice their own blood because due to her they earned dishonor.,"যে নারীর কারনে পরিবারটি অসম্মানিত হল, নিজেদের রক্ত হওয়া সত্ত্বেও তাঁকে উৎসর্গ করার এই মুহূর্তটি সমস্ত পরিবারটির জন্য গর্বের বিষয় হয়ে যায়।","এই অবস্থায় পরিবারের প্রত্যেক সদস্যই প্রায়শই স্বয়ংর্ণ দেওয়া মুহূর্তে প্রেম অনুভব করে, কারণ কেউ-কে কারনে তাদের প্রতি অপরাধ অর্জন করেছে।",0.7226443290710449
609,You guys really need a doctor.,তোমাদের সত্যিই ডাক্তার প্রয়োজন.,আপনারা সত্যিই একজন চিকিৎসকে প্রযান্ত্রিত করতে হবে।,0.7571802735328674
610,"A future free from wars, blood and disputes.","যুদ্ধ, রক্ত ও বিবাদ থেকে মুক্ত একটি ভবিষ্যত।","যুদ্ধ, খন্ডা এবং মতামতের সংগঠন থেকে একটি ভবিষ্যত।",0.8466176390647888
611,"Last year, the Department of Health imposed a ban on the promotion and advertising of breast milk substitutes.",গত বছর স্বাস্থ্য অধিদপ্তর মাতৃদৃগ্ধের বিকল্প পণ্যগুলোর বিজ্ঞাপন ও প্রমোশন নিষিদ্ধ করে দিয়েছিল।,"পিছনের বছর, আর্থিক স্বাস্থ্য মন্ত্রণালয় মাথার মাইক্রোনিস্ট্রাস প্রচার ও প্রচারণায় বন্ধ ঘোষণা করে।",0.7437082529067993
612,"No, doctor","না, ডাক্তার","না, ডাক্তার",1.0
613,"The rockets fell on us as convoys of aid, fuel, medical supplies and food made their way across our border and into Gaza.","রকেট আমাদের উপরে পড়েছে যখন সাহায্য, জ্বালানী, চিকিৎসা সামগ্রী আর খাদ্য নিয়ে কনভয় যাচ্ছিল আমাদের সীমান্ত থেকে গাজাতে।","আমাদের পাশাপাশি রকেট ফেलতে শুরু করে, সাহায্য, ত�বোল, চিকিৎসা সupplies এবং খাবার সম্পন্ন কর্মগ্রহণের সম্ভাবনা আমাদের অন্তর্ভূত গザ ব order দিয়ে যাচ্ছিল।",0.7709060907363892
614,"The Asian Dengue Vaccine, if made available next year, will be a big boost in the global campaign to eradicate dengue by year 2020.","আগামী বছর এশিয়ান ডেঙ্গু রোগের টীকা পাওয়া গেলে, ২০২০ বছরের মধ্যে বিশ্বব্যাপী ডেঙ্গু নির্মূলের ক্ষেত্রে একটি বড় ধরণের পদক্ষেপ ফেলা সম্ভব হবে।","ঔষধীয় এশিয়ান ডেঞ্জু ব্যাকাসিন, যদি আগের বছরের পর উपलব্ধ হয়, তাহলে ডেঞ্জু এর মোচলনের জন্য বিশ্বের একটি গুরুত্বপূর্ণ সাহায্য হবে।",0.7336477041244507
615,"Today, I realized yet again that the treatment I receive at my workplace is really acrimonious.",আজকে আমি আবারো বুঝেছি যে আমার কাজের জায়গায় আমার সাথে যে ব্যবহার করা হয় তা খারাপ।,"আজ, আর একবার সে বুঝে নেই যে আমার কাজ场所错误，已删除错误信息。以下是正确的翻译：

আজ, আর একবার সে বুঝে নেই যে আমার কাজ场所错误，已删除错误信息。以下是正确的翻译：

আজ, আর একবার সে বুঝে নেই যে আমার কাজ场所错误，已删除错误信息。正确的翻译应该是：

আজ, আর একবার সে বুঝে নেই যে আমার কাজ场所错误，已删除错误信息。正确的翻译应该是：

আজ, আর একবার সে বুঝে নেই যে আমার কাজ স্থানে ব্যবহারে প",0.5517116189002991
616,She's lost too much blood. She can't keep going like this.,ও অনেক বেশি রক্ত হারিয়েছে,"সে অনেক রক্ত হারাল ita, এটা সে এই ভাবে আর চলতে পারবে না।",0.727389931678772
617,"This is to avoid wasting the little remaining currency in the shaky market by middlemen, instead of buying medicine.”",ঔষধ কেনার পরিবর্তে মধ্যস্বত্ত্বভোগীদের নিয়ন্ত্রিত বাজারে সামান্য অবশিষ্ট টাকা অপচয় এড়ানোর জন্যে এটা করতে হবে।,"এটা মধ্যমানেদের দ্বারা শক্তিহীন বাজারে থাল টানাটান করে ব্যবহার করার জন্য না হওয়ার জন্য এটা হল, বরং রোগীদের মedicine কупতে।",0.7234248518943787
618,"150 students went to their small classes on that morning of 8th April 1970 without knowing that they would be immortalized along with with their school in the history of this nation as a deep sad wound called: Bahr El-Baqar Massacre. @waelragheb: I'll never forget, and I've never forgot what happened in Bahr El-Baqar. @Wild_atHeart: 41 years ago, and we will never forget #Israel's #massacre against 80 of our children. #Egypt #BahrElBaqar @AhmedShalaby: The class is over, collect your copybooks ... with the blood spilt on their pages!","৮ এপ্রিল, ১৯৭০ সালের এই দিনটির সকাল বেলা ১৫০ জন ছাত্র তাদের ক্ষুদ্র কামরার এক ক্লাশে গিয়েছিল এই বিষয়টি না জেনেই যে, জাতীর ইতিহাসে তারা তাদের স্কুলের নাম সহ ঢুকে যাবে, যে ইতিহাস হবে এক গভীর ক্ষত, যার নাম হবে বাহার এল-বাকার গণহত্যা। @ওয়াএলরাঘেব: ওয়াএলরাঘেব: আমি কখনোই ভুলবো না এবং বাহার এল-বাকার-এ, যা ঘটেছিল তা আমি কখনোই ভুলিনি।","8ই এপ্রিল ১৯৭০ সালের সকালে ১৫০ শিক্ষার্থী তাদের ছোট শ্রেণিতে যাওয়ার সাথে সাথে তারা না জানে যে, তারা তাদের স্কুল সাথে একইভাবে এই দেশের ইতিহাসে অমর্ত্য করা হবে একটি গভীর দুঃখের মাথায় যা বলা হবে: বাহর আল-বাকার মাস্সার্কেশ। @ওয়েল রাগহেব: আমি",0.7437823414802551
619,"""At present, the only way for medical marijuana to be properly evaluated by the FDA is for privately-funded sponsors to conduct FDA-approved clinical trials (like any other drug evaluation).","বর্তমানে চিকিৎসার জন্য মারিজুয়ানা ব্যবহার কেবল যথাযথভাবে সঠিক ভাবে মুল্যায়ন করার মাধ্যমে- যা ব্যাক্তিগত ভাবে অনুদানে পরিচালিত প্রতিষ্ঠিত এফডিএ দ্বারা পরীক্ষাগারে অনুমোদনের মাধ্যমে দেওয়া হয় (অন্য যে কোন ওষুধ এভাবে পরীক্ষা করার পর সরবরাহ করা হয়), যদি সিনেটর কোবার্নের উদ্দেশ্য হয় চিকিৎসাক্ষেত্রে মারিজুয়ানাকে কাজে লাগানো, তাহলে তাকে প্রথমে ড্রাগ এনফোর্সমেন্ট এডমিনিস্ট্রেশন (ডিইএ)-এর একচেটিয়া অধিকার বন্ধ করতে হবে।",ঔপনিবেশিকভাবে প্রাপ্ত সংস্থাগুলি এফডি-এ অনুমোদিত ক্লিনিকাল টライアル পর্যায়ে (অন্য কোন দ্রাগ পরীক্ষার মতো) পরিচালনা করার মাধ্যমে বর্তমানে মেডিক্যাল ম্যারিযোপানাসের সঠিকভাবে এফডি-এ পরীক্ষা করার মান হল।,0.7094525694847107
620,Plastic surgery in honor of your visit?,তোর আসার কথা শুনে কি ও প্লাষ্টিক সার্জারী করে নিয়েছে নাকি?,আপনার প্রতিদ্বন্দ্বিতা সম্মানে প্লাস্টিক সার্গুরি?,0.7688115835189819
621,"If good befalls you , it grieves them , and if an evil afflicts you , they rejoice at it ; and if you are patient and guard yourselves , their scheme will not injure you in any way ; surely Allah comprehends what they do .","তোমাদের যদি কোন মঙ ্ গল হয় ; তাহলে তাদের খারাপ লাগে । আর তোমাদের যদি অমঙ ্ গল হয় তাহলে আনন ্ দিত হয় আর তাতে যদি তোমরা ধৈর ্ য ্ যধারণ কর এবং তাকওয়া অবলম ্ বন কর , তবে তাদের প ্ রতারণায় তোমাদের কোনই ক ্ ষতি হবে না । নিশ ্ চয়ই তারা যা কিছু করে সে সমস ্ তই আল ্ লাহর আয়ত ্ তে রয়েছে ।","যদি তোমাকে ভালো কিছু ঘটে, তাহলে তাদের দুঃখ হয়, যদি কোনো মন্দ ঘটে, তাহলে তাদের সন্তুষ্টি হয়; যদি তোমরা শান্তিপালন করে এবং স্বচক্ষে পরিচালনা করешь, তাদের পরিকল্পনাটি তোমাদের উপর কোনো প্রভাব করে না; নিশ্চয় আল্লাহ তাদের কর্মের সমস্ত বিশ্লেষণ ক",0.6651682257652283
622,Madhavan's daughter will become a doctor after 2 years,মাধবের মেয়ে আর ২ বছর পর ডাক্তার হবে,মাধavanের মেয়ে দύই বছর পর একজন ডাক্তার হবে,0.8281036019325256
623,"Franklin Brito, a Venezuelan farmer who had been on a hunger strike since July 2009, passed away from a respiratory arrest in a military hospital on Monday night.","ফ্রাঙ্কলিন ব্রিটো ভেনেজুয়েলার এক কৃষক, যিনি ২০০৯ সালের জুলাই মাস থেকে বিভিন্ন সময় ধরে অনশন ধর্মঘট করে আসছিলেন। তিনি সোমবার রাতে এক সামরিক হাসপাতালে শ্বাসযন্ত্রের ক্রিয়া বন্ধ হয়ে মৃত্যু বরণ করেন।","ফ্র্যান্কলিন ব্রিটো, 2009 সালের জুলাই মাস থেকে হাবিস আহাবা অবস্থায় থাকা এক ভারতীয় খেতাবকার, মানবিক হাসপাতালে রাতের মধ্যে একটি প্রশ্রয়ের কারণে মৃত্যুবরণ করেন।",0.7772056460380554
624,And Ismail and Idris and Zulkifl ; all were of the patient ones ;,"এবং ইসমাঈল , ই ’ দ ্ রীস ও যুলকিফলের কথা স ্ মরণ করুন , তাঁরা প ্ রত ্ যেকেই ছিলেন সবরকারী ।",ঈস্মাইল ও ইদরিস ও জুলকিফল; সবাই শান্তিবান মানুষ ছিলেন;,0.7232136726379395
625,"Then the doctor came down, too, to have a look...",সেই চিকিৎসক দেখার জন্য আবার নেমে আসেন .,পাশাপাশি ডাক্তার আসেন এবং একটু দেখতে চায়...,0.6826419234275818
626,"Well, say hello to the virus.","এই নাও, ভাইরাস হাজির।","ইতিমধ্যে, ব্যায়ামে হ্যালো দিয়ে বসো দিবস।",0.7346742749214172
627,In the last few months there has been a storm brewing between different parties here in South Africa related to the public health care system.,গত কয়েক মাস ধরে একটা ঝড়ের উদ্ভব হয়েছে দক্ষিণ আফ্রিকার স্বাস্থ্য সেবা ক্ষেত্রের বিভিন্ন পক্ষের মধ্যে।,শেষ কয়েক মাসে গ Lucy এ সোভেইঠা ফ্যান্টেসি সিস্টেমের সম্পর্কে বিভিন্ন পার্টি দ্বারা একটি বিকট চুম্বন ঘটেছে।,0.7005486488342285
628,"If you're really not feeling well, dude, maybe you should, uh, go back to the States and see your doctor.","যদি তোমার ভালো না লাগে, হয়তো তোমার উচিত, দেশে ফিরে গিয়ে ডাক্তার দেখানো।","আপনি যদি সত্যিই খুব ভালো না লাগে, মিত্র, সত্যিই তাহলে আমার মনে হয় আপনি ফ্যামিলি ব্যাঙ্ক এবং আপনার ডাক্তারের কাছে যাওয়া উচিত, এমনকি একটু আনন্দের মতো।",0.7448629140853882
629,Do you think this patient might have killed him?,আপনার কি মনে হয় তিনি রোগীর হাতে খুন হতে পারেন?,আপনি মনে করে এই প্যাটিয়েন্টটি তাকে হত্যা করতে পারে?,0.759964644908905
630,"What ! Do they , in whose hearts is a disease , fancy that Allah will not expose concealed enmities ?","অথবা , যাদের অন ্ তরে ব ্ যাধি রয়েছে তারা কি ভাবে যে আল ্ লাহ ্ কদাপি তাদের বিদ ্ বেষভাব প ্ রকাশ করবেন না ?","কি! তাদের যাদের কার heart-ত রোগ আছে, তারা মনে করে যে আল্লাহ তাদের হৃদয়ে পূর্ণ করে রাখা অনিচ্ছা কি উদ্ঘাটন করবেন不了解释
助手
কি! তাদের যাদের কার heart-ত রোগ আছে, তারা মনে করে যে আল্লাহ তাদের হৃদয়ে পূর্ণ করে রাখা অনিচ্ছা কি উদ্ঘাটন করবেন?",0.6125915050506592
631,(panting): What if he's in surgery?,যদি তার অপারেশন করতে হয়?,(প্রশ্র): যদি তিনি চirurgery-এ আছেন?,0.7286346554756165
632,"According to the news, the high frequency of cancer has a lot to do with an unhealthy lifestyle, with the environment being one of the biggest threats to health.","সংবাদ প্রতিবেদন অনুযায়ী, ক্যান্সারে উচ্চ হার হওয়ার কারণ অস্বাস্থ্যকর জীবনযাপন। সাথে স্বাস্থ্যের সবচেয়ে বড়ো ঝুঁকি পরিবেশের দূষণ তো রয়েছেই।","প্রচারিত খবরে অনুযায়ী, রক্তসংক্রাস্তির বেশি সংখ্যা অস্থানিক জীবনধারণার এবং বিনির্মিত বিন্যাসের একটি বড় হানির সাথে যুক্ত অনেক সম্পর্ক রয়েছে।",0.7418078780174255
633,"Yeah, well, I was afraid your dad was gonna suck all the blood out of my body if I didn't say that.","হ্যাঁ, কেননা, আমি ভয় পচ্ছিলাম যদি আমি ওইরকম না বলতাম তাহলে তোমার বাবা আমার শরীর থেকে সব রক্ত চুষে নিতো।","হ্যাঁ, তা হলে, আমি ভাবতাম তার পিতার কাছে যদি আমি এটা বলিনা, তার শরীর থেকে সব রকম রক্ত নেবে.",0.8144485354423523
634,"You might not have my name, but you have my blood.","আমার নাম হয়তো তুমি পাওনি, কিন্তু তোমার শিরায় আমার রক্ত বইছে।","আপনার কাছে আমার নাম নেই, তবে আপনার কাছে আমার রক্ত রয়েছে।",0.8074661493301392
